Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,attempts,server correct,valid password,valid username
39,Freeze bank account,,2013/05/03 14:39:43.999,Variant 4,4,,,,
39,EVENT 5 END,,2013/05/03 14:39:43.999,Variant 4,4,,,,
9,Start,,2013/05/01 15:31:43.008,Variant 4,4,,,,
9,Validate username,,2013/05/01 15:32:47.329,Variant 4,4,,,,true
9,Set attempts counter to 0,,2013/05/01 15:33:37.504,Variant 4,4,,,,
9,Validate password,,2013/05/01 15:33:55.090,Variant 4,4,,,false,
9,Increment attempts counter,,2013/05/01 15:33:56.927,Variant 4,4,1,,,
9,Test server,,2013/05/01 15:33:56.927,Variant 4,4,,false,,
9,Increment attempts counter,,2013/05/01 15:34:36.595,Variant 4,4,2,,,
9,Freeze bank account,,2013/05/01 15:35:08.767,Variant 4,4,,,,
9,EVENT 5 END,,2013/05/01 15:35:08.767,Variant 4,4,,,,
69,Start,,2013/05/07 12:40:11.846,Variant 2,2,,,,
69,Validate username,,2013/05/07 12:41:06.971,Variant 2,2,,,,false
69,Log invalid username,,2013/05/07 12:42:08.600,Variant 2,2,,,,
69,EVENT 5 END,,2013/05/07 12:42:08.600,Variant 2,2,,,,
28,Start,,2013/05/03 10:38:58.146,Variant 1,1,,,,
28,Validate username,,2013/05/03 10:39:39.933,Variant 1,1,,,,true
28,Set attempts counter to 0,,2013/05/03 10:39:46.703,Variant 1,1,,,,
28,Validate password,,2013/05/03 10:40:10.632,Variant 1,1,,,true,
28,EVENT 5 END,,2013/05/03 10:40:10.632,Variant 1,1,,,,
49,Start,,2013/05/06 09:33:20.996,Variant 1,1,,,,
49,Validate username,,2013/05/06 09:33:26.375,Variant 1,1,,,,true
49,Set attempts counter to 0,,2013/05/06 09:34:11.440,Variant 1,1,,,,
49,Validate password,,2013/05/06 09:35:10.183,Variant 1,1,,,true,
49,EVENT 5 END,,2013/05/06 09:35:10.183,Variant 1,1,,,,
56,Start,,2013/05/06 15:42:46.012,Variant 1,1,,,,
56,Validate username,,2013/05/06 15:43:12.631,Variant 1,1,,,,true
56,Set attempts counter to 0,,2013/05/06 15:44:19.622,Variant 1,1,,,,
56,Validate password,,2013/05/06 15:44:44.180,Variant 1,1,,,true,
56,EVENT 5 END,,2013/05/06 15:44:44.180,Variant 1,1,,,,
14,Start,,2013/05/02 08:19:10.130,Variant 4,4,,,,
14,Validate username,,2013/05/02 08:19:39.320,Variant 4,4,,,,true
14,Set attempts counter to 0,,2013/05/02 08:19:44.945,Variant 4,4,,,,
14,Validate password,,2013/05/02 08:20:05.476,Variant 4,4,,,false,
14,Increment attempts counter,,2013/05/02 08:21:20.112,Variant 4,4,1,,,
14,Test server,,2013/05/02 08:21:20.112,Variant 4,4,,false,,
14,Increment attempts counter,,2013/05/02 08:21:30.488,Variant 4,4,2,,,
14,Freeze bank account,,2013/05/02 08:22:22.960,Variant 4,4,,,,
14,EVENT 5 END,,2013/05/02 08:22:22.960,Variant 4,4,,,,
41,Start,,2013/05/03 14:44:46.541,Variant 2,2,,,,
41,Validate username,,2013/05/03 14:45:02.612,Variant 2,2,,,,false
41,Log invalid username,,2013/05/03 14:45:39.690,Variant 2,2,,,,
41,EVENT 5 END,,2013/05/03 14:45:39.690,Variant 2,2,,,,
5,Start,,2013/05/01 13:14:46.573,Variant 1,1,,,,
5,Validate username,,2013/05/01 13:14:59.961,Variant 1,1,,,,true
5,Set attempts counter to 0,,2013/05/01 13:15:01.017,Variant 1,1,,,,
5,Validate password,,2013/05/01 13:15:12.378,Variant 1,1,,,true,
5,EVENT 5 END,,2013/05/01 13:15:12.378,Variant 1,1,,,,
1,Start,,2013/05/01 12:12:22.240,Variant 2,2,,,,
1,Validate username,,2013/05/01 12:13:52.841,Variant 2,2,,,,false
1,Log invalid username,,2013/05/01 12:14:09.795,Variant 2,2,,,,
1,EVENT 5 END,,2013/05/01 12:14:09.795,Variant 2,2,,,,
26,Start,,2013/05/02 15:13:24.215,Variant 1,1,,,,
26,Validate username,,2013/05/02 15:13:44.547,Variant 1,1,,,,true
26,Set attempts counter to 0,,2013/05/02 15:14:02.201,Variant 1,1,,,,
26,Validate password,,2013/05/02 15:14:28.534,Variant 1,1,,,true,
26,EVENT 5 END,,2013/05/02 15:14:28.534,Variant 1,1,,,,
98,Start,,2013/05/10 08:26:33.617,Variant 4,4,,,,
98,Validate username,,2013/05/10 08:26:38.396,Variant 4,4,,,,true
98,Set attempts counter to 0,,2013/05/10 08:27:21.586,Variant 4,4,,,,
98,Validate password,,2013/05/10 08:27:27.907,Variant 4,4,,,false,
98,Increment attempts counter,,2013/05/10 08:27:43.308,Variant 4,4,1,,,
98,Test server,,2013/05/10 08:27:43.308,Variant 4,4,,false,,
98,Increment attempts counter,,2013/05/10 08:27:55.006,Variant 4,4,2,,,
98,Freeze bank account,,2013/05/10 08:28:09.973,Variant 4,4,,,,
98,EVENT 5 END,,2013/05/10 08:28:09.973,Variant 4,4,,,,
22,Start,,2013/05/02 12:52:09.854,Variant 1,1,,,,
22,Validate username,,2013/05/02 12:52:11.625,Variant 1,1,,,,true
22,Set attempts counter to 0,,2013/05/02 12:53:06.516,Variant 1,1,,,,
22,Validate password,,2013/05/02 12:54:11.311,Variant 1,1,,,true,
22,EVENT 5 END,,2013/05/02 12:54:11.311,Variant 1,1,,,,
44,Start,,2013/05/03 15:28:29.989,Variant 7,7,,,,
44,Validate username,,2013/05/03 15:28:41.021,Variant 7,7,,,,true
44,Set attempts counter to 0,,2013/05/03 15:28:54.649,Variant 7,7,,,,
44,Validate password,,2013/05/03 15:29:08.272,Variant 7,7,,,false,
44,Increment attempts counter,,2013/05/03 15:29:09.597,Variant 7,7,1,,,
44,Test server,,2013/05/03 15:29:09.597,Variant 7,7,,false,,
44,Increment attempts counter,,2013/05/03 15:29:45.003,Variant 7,7,2,,,
44,Test server,,2013/05/03 15:29:45.003,Variant 7,7,,true,,
44,Validate password,,2013/05/03 15:31:22.968,Variant 7,7,,,true,
44,EVENT 5 END,,2013/05/03 15:31:22.968,Variant 7,7,,,,
64,Start,,2013/05/07 10:31:23.820,Variant 1,1,,,,
64,Validate username,,2013/05/07 10:32:18.546,Variant 1,1,,,,true
64,Set attempts counter to 0,,2013/05/07 10:32:41.329,Variant 1,1,,,,
64,Validate password,,2013/05/07 10:32:44.382,Variant 1,1,,,true,
64,EVENT 5 END,,2013/05/07 10:32:44.382,Variant 1,1,,,,
66,Start,,2013/05/07 11:46:00.007,Variant 1,1,,,,
66,Validate username,,2013/05/07 11:46:25.950,Variant 1,1,,,,true
66,Set attempts counter to 0,,2013/05/07 11:46:40.035,Variant 1,1,,,,
66,Validate password,,2013/05/07 11:48:24.608,Variant 1,1,,,true,
66,EVENT 5 END,,2013/05/07 11:49:03.804,Variant 1,1,,,,
0,Start,,2013/05/01 12:12:12.000,Variant 1,1,,,,
0,Validate username,,2013/05/01 12:12:16.814,Variant 1,1,,,,true
0,Set attempts counter to 0,,2013/05/01 12:12:21.876,Variant 1,1,,,,
0,Validate password,,2013/05/01 12:13:52.224,Variant 1,1,,,true,
0,EVENT 5 END,,2013/05/01 12:13:52.224,Variant 1,1,,,,
54,Start,,2013/05/06 14:54:05.567,Variant 3,3,,,,
54,Validate username,,2013/05/06 14:54:38.402,Variant 3,3,,,,true
54,Set attempts counter to 0,,2013/05/06 14:55:44.882,Variant 3,3,,,,
54,Validate password,,2013/05/06 14:56:08.883,Variant 3,3,,,false,
54,Increment attempts counter,,2013/05/06 14:56:34.152,Variant 3,3,1,,,
54,Test server,,2013/05/06 14:56:34.152,Variant 3,3,,true,,
54,Validate password,,2013/05/06 14:56:35.853,Variant 3,3,,,true,
54,EVENT 5 END,,2013/05/06 14:56:47.849,Variant 3,3,,,,
96,Start,,2013/05/09 15:36:22.330,Variant 1,1,,,,
96,Validate username,,2013/05/09 15:36:34.309,Variant 1,1,,,,true
96,Set attempts counter to 0,,2013/05/09 15:36:45.362,Variant 1,1,,,,
96,Validate password,,2013/05/09 15:36:45.798,Variant 1,1,,,true,
96,EVENT 5 END,,2013/05/09 15:36:45.798,Variant 1,1,,,,
16,Start,,2013/05/02 09:45:44.600,Variant 1,1,,,,
16,Validate username,,2013/05/02 09:46:03.956,Variant 1,1,,,,true
16,Set attempts counter to 0,,2013/05/02 09:46:56.368,Variant 1,1,,,,
16,Validate password,,2013/05/02 09:47:21.679,Variant 1,1,,,true,
16,EVENT 5 END,,2013/05/02 09:47:21.679,Variant 1,1,,,,
59,Start,,2013/05/07 08:51:34.481,Variant 1,1,,,,
59,Validate username,,2013/05/07 08:51:49.262,Variant 1,1,,,,true
59,Set attempts counter to 0,,2013/05/07 08:53:06.601,Variant 1,1,,,,
59,Validate password,,2013/05/07 08:53:14.333,Variant 1,1,,,true,
59,EVENT 5 END,,2013/05/07 08:53:14.333,Variant 1,1,,,,
43,Start,,2013/05/03 15:13:50.731,Variant 2,2,,,,
43,Validate username,,2013/05/03 15:14:10.681,Variant 2,2,,,,false
43,Log invalid username,,2013/05/03 15:14:20.223,Variant 2,2,,,,
43,EVENT 5 END,,2013/05/03 15:14:20.223,Variant 2,2,,,,
80,Start,,2013/05/08 10:46:56.512,Variant 1,1,,,,
80,Validate username,,2013/05/08 10:47:13.697,Variant 1,1,,,,true
80,Set attempts counter to 0,,2013/05/08 10:48:33.947,Variant 1,1,,,,
80,Validate password,,2013/05/08 10:48:39.842,Variant 1,1,,,true,
80,EVENT 5 END,,2013/05/08 10:49:50.025,Variant 1,1,,,,
30,Start,,2013/05/03 11:05:45.322,Variant 2,2,,,,
30,Validate username,,2013/05/03 11:06:02.490,Variant 2,2,,,,false
30,Log invalid username,,2013/05/03 11:06:54.583,Variant 2,2,,,,
30,EVENT 5 END,,2013/05/03 11:06:54.583,Variant 2,2,,,,
91,Start,,2013/05/09 12:25:55.704,Variant 4,4,,,,
91,Validate username,,2013/05/09 12:26:49.145,Variant 4,4,,,,true
91,Set attempts counter to 0,,2013/05/09 12:26:59.824,Variant 4,4,,,,
91,Validate password,,2013/05/09 12:28:37.825,Variant 4,4,,,false,
91,Increment attempts counter,,2013/05/09 12:28:56.569,Variant 4,4,1,,,
91,Test server,,2013/05/09 12:28:56.569,Variant 4,4,,false,,
91,Increment attempts counter,,2013/05/09 12:29:30.416,Variant 4,4,2,,,
91,Freeze bank account,,2013/05/09 12:29:58.177,Variant 4,4,,,,
91,EVENT 5 END,,2013/05/09 12:29:58.177,Variant 4,4,,,,
18,Start,,2013/05/02 10:21:55.864,Variant 1,1,,,,
18,Validate username,,2013/05/02 10:23:52.941,Variant 1,1,,,,true
18,Set attempts counter to 0,,2013/05/02 10:24:36.868,Variant 1,1,,,,
18,Validate password,,2013/05/02 10:25:06.811,Variant 1,1,,,true,
18,EVENT 5 END,,2013/05/02 10:25:06.811,Variant 1,1,,,,
45,Start,,2013/05/03 15:46:06.552,Variant 2,2,,,,
45,Validate username,,2013/05/03 15:46:08.673,Variant 2,2,,,,false
45,Log invalid username,,2013/05/03 15:48:19.621,Variant 2,2,,,,
45,EVENT 5 END,,2013/05/03 15:48:19.621,Variant 2,2,,,,
42,Start,,2013/05/03 14:57:14.006,Variant 2,2,,,,
42,Validate username,,2013/05/03 14:57:32.293,Variant 2,2,,,,false
42,Log invalid username,,2013/05/03 14:58:40.338,Variant 2,2,,,,
42,EVENT 5 END,,2013/05/03 14:58:40.338,Variant 2,2,,,,
32,Start,,2013/05/03 11:52:06.182,Variant 1,1,,,,
32,Validate username,,2013/05/03 11:52:34.861,Variant 1,1,,,,true
32,Set attempts counter to 0,,2013/05/03 11:53:01.276,Variant 1,1,,,,
32,Validate password,,2013/05/03 11:55:04.603,Variant 1,1,,,true,
32,EVENT 5 END,,2013/05/03 11:55:04.603,Variant 1,1,,,,
70,Start,,2013/05/07 13:32:10.872,Variant 2,2,,,,
70,Validate username,,2013/05/07 13:32:24.507,Variant 2,2,,,,false
70,Log invalid username,,2013/05/07 13:32:24.614,Variant 2,2,,,,
70,EVENT 5 END,,2013/05/07 13:32:24.614,Variant 2,2,,,,
34,Start,,2013/05/03 12:55:08.576,Variant 1,1,,,,
34,Validate username,,2013/05/03 12:55:34.188,Variant 1,1,,,,true
34,Set attempts counter to 0,,2013/05/03 12:55:38.409,Variant 1,1,,,,
34,Validate password,,2013/05/03 12:56:20.532,Variant 1,1,,,true,
34,EVENT 5 END,,2013/05/03 12:56:20.532,Variant 1,1,,,,
31,Start,,2013/05/03 11:52:03.657,Variant 4,4,,,,
31,Validate username,,2013/05/03 11:52:08.716,Variant 4,4,,,,true
31,Set attempts counter to 0,,2013/05/03 11:52:37.180,Variant 4,4,,,,
31,Validate password,,2013/05/03 11:53:49.241,Variant 4,4,,,false,
31,Increment attempts counter,,2013/05/03 12:28:56.569,Variant 4,4,1,,,
31,Test server,,2013/05/03 12:28:56.569,Variant 4,4,,false,,
31,Increment attempts counter,,2013/05/03 12:29:30.416,Variant 4,4,2,,,
31,Freeze bank account,,2013/05/03 12:56:41.308,Variant 4,4,,,,
31,EVENT 5 END,,2013/05/03 12:56:41.308,Variant 4,4,,,,
50,Start,,2013/05/06 12:31:40.646,Variant 5,5,,,,
50,Validate username,,2013/05/06 12:32:42.010,Variant 5,5,,,,true
50,Set attempts counter to 0,,2013/05/06 12:32:46.165,Variant 5,5,,,,
50,Validate password,,2013/05/06 12:33:04.949,Variant 5,5,,,false,
50,Increment attempts counter,,2013/05/06 12:33:11.049,Variant 5,5,1,,,
50,Test server,,2013/05/06 12:33:11.049,Variant 5,5,,true,,
50,Validate password,,2013/05/06 12:33:13.403,Variant 5,5,,,false,
50,Increment attempts counter,,2013/05/06 12:33:15.120,Variant 5,5,2,,,
50,Test server,,2013/05/06 12:33:15.120,Variant 5,5,,true,,
50,Validate password,,2013/05/06 12:37:04.167,Variant 5,5,,,true,
50,EVENT 5 END,,2013/05/06 12:37:04.167,Variant 5,5,,,,
60,Start,,2013/05/07 09:07:28.869,Variant 4,4,,,,
60,Validate username,,2013/05/07 09:07:51.744,Variant 4,4,,,,true
60,Set attempts counter to 0,,2013/05/07 09:08:03.018,Variant 4,4,,,,
60,Validate password,,2013/05/07 09:09:12.449,Variant 4,4,,,false,
60,Increment attempts counter,,2013/05/07 09:09:15.362,Variant 4,4,1,,,
60,Test server,,2013/05/07 09:09:15.362,Variant 4,4,,false,,
60,Increment attempts counter,,2013/05/07 09:10:46.237,Variant 4,4,2,,,
60,Freeze bank account,,2013/05/07 09:12:07.777,Variant 4,4,,,,
60,EVENT 5 END,,2013/05/07 09:12:07.777,Variant 4,4,,,,
99,Start,,2013/05/10 08:42:20.803,Variant 1,1,,,,
99,Validate username,,2013/05/10 08:43:19.297,Variant 1,1,,,,true
99,Set attempts counter to 0,,2013/05/10 08:43:27.891,Variant 1,1,,,,
99,Validate password,,2013/05/10 08:43:38.324,Variant 1,1,,,true,
99,EVENT 5 END,,2013/05/10 08:43:38.324,Variant 1,1,,,,
67,Start,,2013/05/07 11:54:57.493,Variant 5,5,,,,
67,Validate username,,2013/05/07 11:54:57.590,Variant 5,5,,,,true
67,Set attempts counter to 0,,2013/05/07 11:55:02.844,Variant 5,5,,,,
67,Validate password,,2013/05/07 11:55:17.464,Variant 5,5,,,false,
67,Increment attempts counter,,2013/05/07 11:55:47.986,Variant 5,5,1,,,
67,Test server,,2013/05/07 11:55:47.986,Variant 5,5,,true,,
67,Validate password,,2013/05/07 11:55:54.154,Variant 5,5,,,false,
67,Increment attempts counter,,2013/05/07 11:56:23.017,Variant 5,5,2,,,
67,Test server,,2013/05/07 11:56:23.017,Variant 5,5,,true,,
67,Validate password,,2013/05/07 11:59:22.146,Variant 5,5,,,true,
67,EVENT 5 END,,2013/05/07 11:59:22.146,Variant 5,5,,,,
38,Start,,2013/05/03 14:29:59.946,Variant 1,1,,,,
38,Validate username,,2013/05/03 14:30:25.624,Variant 1,1,,,,true
38,Set attempts counter to 0,,2013/05/03 14:30:47.734,Variant 1,1,,,,
38,Validate password,,2013/05/03 14:31:07.914,Variant 1,1,,,true,
38,EVENT 5 END,,2013/05/03 14:31:07.914,Variant 1,1,,,,
53,Start,,2013/05/06 14:03:17.251,Variant 1,1,,,,
53,Validate username,,2013/05/06 14:03:27.640,Variant 1,1,,,,true
53,Set attempts counter to 0,,2013/05/06 14:03:34.820,Variant 1,1,,,,
53,Validate password,,2013/05/06 14:03:52.243,Variant 1,1,,,true,
53,EVENT 5 END,,2013/05/06 14:03:52.243,Variant 1,1,,,,
77,Start,,2013/05/08 09:07:18.316,Variant 2,2,,,,
77,Validate username,,2013/05/08 09:07:40.795,Variant 2,2,,,,false
77,Log invalid username,,2013/05/08 09:07:46.726,Variant 2,2,,,,
77,EVENT 5 END,,2013/05/08 09:07:46.726,Variant 2,2,,,,
94,Start,,2013/05/09 15:30:17.564,Variant 1,1,,,,
94,Validate username,,2013/05/09 15:30:20.764,Variant 1,1,,,,true
94,Set attempts counter to 0,,2013/05/09 15:31:12.854,Variant 1,1,,,,
94,Validate password,,2013/05/09 15:31:30.104,Variant 1,1,,,true,
94,EVENT 5 END,,2013/05/09 15:31:30.104,Variant 1,1,,,,
68,Start,,2013/05/07 12:00:49.663,Variant 1,1,,,,
68,Validate username,,2013/05/07 12:00:56.657,Variant 1,1,,,,true
68,Set attempts counter to 0,,2013/05/07 12:01:44.969,Variant 1,1,,,,
68,Validate password,,2013/05/07 12:02:25.331,Variant 1,1,,,true,
68,EVENT 5 END,,2013/05/07 12:02:25.331,Variant 1,1,,,,
71,Start,,2013/05/07 14:02:42.826,Variant 2,2,,,,
71,Validate username,,2013/05/07 14:02:45.321,Variant 2,2,,,,false
71,Log invalid username,,2013/05/07 14:03:19.142,Variant 2,2,,,,
71,EVENT 5 END,,2013/05/07 14:03:19.142,Variant 2,2,,,,
23,Start,,2013/05/02 13:08:47.276,Variant 2,2,,,,
23,Validate username,,2013/05/02 13:08:54.300,Variant 2,2,,,,false
23,Log invalid username,,2013/05/02 13:09:54.358,Variant 2,2,,,,
23,EVENT 5 END,,2013/05/02 13:09:54.358,Variant 2,2,,,,
55,Start,,2013/05/06 15:21:00.542,Variant 3,3,,,,
55,Validate username,,2013/05/06 15:21:01.056,Variant 3,3,,,,true
55,Set attempts counter to 0,,2013/05/06 15:21:19.465,Variant 3,3,,,,
55,Validate password,,2013/05/06 15:21:30.769,Variant 3,3,,,false,
55,Increment attempts counter,,2013/05/06 15:21:30.821,Variant 3,3,1,,,
55,Test server,,2013/05/06 15:21:30.821,Variant 3,3,,true,,
55,Validate password,,2013/05/06 15:21:36.099,Variant 3,3,,,true,
55,EVENT 5 END,,2013/05/06 15:21:36.099,Variant 3,3,,,,
6,Start,,2013/05/01 13:46:02.437,Variant 5,5,,,,
6,Validate username,,2013/05/01 13:46:16.510,Variant 5,5,,,,true
6,Set attempts counter to 0,,2013/05/01 13:47:58.537,Variant 5,5,,,,
6,Validate password,,2013/05/01 13:48:17.072,Variant 5,5,,,false,
6,Increment attempts counter,,2013/05/01 13:48:38.118,Variant 5,5,1,,,
6,Test server,,2013/05/01 13:48:38.118,Variant 5,5,,true,,
6,Validate password,,2013/05/01 13:48:44.620,Variant 5,5,,,false,
6,Increment attempts counter,,2013/05/01 13:49:19.495,Variant 5,5,2,,,
6,Test server,,2013/05/01 13:49:19.495,Variant 5,5,,true,,
6,Validate password,,2013/05/01 13:49:25.374,Variant 5,5,,,true,
6,EVENT 5 END,,2013/05/01 13:49:25.374,Variant 5,5,,,,
75,Start,,2013/05/07 15:18:40.329,Variant 3,3,,,,
75,Validate username,,2013/05/07 15:20:03.171,Variant 3,3,,,,true
75,Set attempts counter to 0,,2013/05/07 15:20:13.256,Variant 3,3,,,,
75,Validate password,,2013/05/07 15:20:24.387,Variant 3,3,,,false,
75,Increment attempts counter,,2013/05/07 15:23:04.706,Variant 3,3,1,,,
75,Test server,,2013/05/07 15:23:04.706,Variant 3,3,,true,,
75,Validate password,,2013/05/07 15:23:52.240,Variant 3,3,,,true,
75,EVENT 5 END,,2013/05/07 15:25:32.489,Variant 3,3,,,,
